"Team","Shot_Type","Sub_Type","X","Y","Shot_Outcome"
"South East Melbourne Phoenix","2pt","Jump Shot",12.05,80.42,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",34.4,57.77,"Make"
"South East Melbourne Phoenix","2pt","Layup",9.06,47.02,"Make"
"Cairns Taipans","2pt","Jump Shot",91.97,60.65,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",33.26,39.92,"Make"
"Cairns Taipans","2pt","Driving Layup",90.83,45.68,"Miss"
"Cairns Taipans","3pt","Jump Shot",74.46,13.44,"Make"
"South East Melbourne Phoenix","2pt","Jump Shot",13.29,63.72,"Make"
"Cairns Taipans","3pt","Jump Shot",66.22,59.5,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",30.79,71.98,"Make"
"Cairns Taipans","3pt","Step Back Jump Shot",81.05,7.1,"Miss"
"Cairns Taipans","2pt","Alley Oop",92.28,46.07,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",26.78,9.79,"Make"
"Cairns Taipans","3pt","Jump Shot",65.4,31.29,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",30.18,22.26,"Miss"
"Cairns Taipans","2pt","Alley Oop Dunk",92.79,48.75,"Make"
"South East Melbourne Phoenix","2pt","Jump Shot",21.83,67.37,"Miss"
"South East Melbourne Phoenix","2pt","Jump Shot",12.15,52.98,"Make"
"South East Melbourne Phoenix","2pt","Driving Layup",8.75,47.6,"Miss"
"Cairns Taipans","3pt","Jump Shot",89.91,96.74,"Miss"
"South East Melbourne Phoenix","2pt","Layup",7.11,54.51,"Miss"
"South East Melbourne Phoenix","2pt","Jump Shot",14.11,41.84,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",28.22,19.77,"Make"
"South East Melbourne Phoenix","2pt","Jump Shot",13.08,45.68,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",32.75,44.91,"Miss"
"Cairns Taipans","3pt","Jump Shot",64.37,34.17,"Miss"
"South East Melbourne Phoenix","3pt","Step Back Jump Shot",25.64,12.48,"Miss"
"Cairns Taipans","2pt","Dunk",92.38,48.18,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",91.14,21.31,"Miss"
"South East Melbourne Phoenix","2pt","Driving Layup",9.58,46.83,"Make"
"Cairns Taipans","2pt","Jump Shot",87.85,54.89,"Make"
"South East Melbourne Phoenix","3pt","Pull Up Jump Shot",35.53,61.8,"Make"
"Cairns Taipans","2pt","Floating Jump Shot",84.86,47.22,"Miss"
"Cairns Taipans","2pt","Dunk",92.17,52.02,"Make"
"Cairns Taipans","2pt","Layup",92.38,46.07,"Miss"
"Cairns Taipans","3pt","Jump Shot",72.3,14.2,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",5.77,96.74,"Miss"
"South East Melbourne Phoenix","2pt","Jump Shot",10.09,20.92,"Miss"
"Cairns Taipans","3pt","Jump Shot",83.11,5.18,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",31.2,13.44,"Miss"
"Cairns Taipans","2pt","Dunk",92.58,50.48,"Make"
"South East Melbourne Phoenix","2pt","Driving Layup",7.93,47.41,"Make"
"Cairns Taipans","3pt","Jump Shot",71.16,14.97,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",26.36,85.03,"Miss"
"Cairns Taipans","3pt","Jump Shot",62.82,47.98,"Miss"
"South East Melbourne Phoenix","2pt","Pull Up Jump Shot",18.23,23.8,"Miss"
"Cairns Taipans","2pt","Driving Layup",91.56,44.91,"Miss"
"Cairns Taipans","2pt","Tip In",95,50,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",25.95,10.75,"Miss"
"Cairns Taipans","3pt","Jump Shot",67.15,34.36,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",32.75,25.14,"Make"
"Cairns Taipans","2pt","Driving Layup",89.6,45.68,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",8.75,96.93,"Miss"
"Cairns Taipans","2pt","Layup",92.79,46.64,"Make"
"South East Melbourne Phoenix","2pt","Jump Shot",12.36,49.14,"Make"
"Cairns Taipans","2pt","Driving Layup",91.76,53.74,"Miss"
"South East Melbourne Phoenix","2pt","Jump Shot",9.68,46.45,"Miss"
"South East Melbourne Phoenix","2pt","Tip In",5,50,"Miss"
"Cairns Taipans","2pt","Driving Layup",92.48,47.6,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",23.89,9.21,"Make"
"South East Melbourne Phoenix","2pt","Hook Shot",8.86,46.83,"Miss"
"South East Melbourne Phoenix","2pt","Driving Layup",9.78,46.45,"Miss"
"Cairns Taipans","2pt","Layup",91.56,53.74,"Make"
"South East Melbourne Phoenix","2pt","Driving Layup",7.93,54.13,"Miss"
"Cairns Taipans","3pt","Jump Shot",68.8,67.37,"Miss"
"South East Melbourne Phoenix","3pt","Jump Shot",5.36,96.93,"Make"
"Cairns Taipans","3pt","Jump Shot",34.71,76.39,"Miss"
"Perth Wildcats","3pt","Jump Shot",95.67,96.93,"Miss"
"Tasmania JackJumpers","2pt","Floating Jump Shot",16.99,47.98,"Make"
"Perth Wildcats","2pt","Jump Shot",94.44,41.07,"Miss"
"Perth Wildcats","2pt","Tip In",95,50,"Miss"
"Perth Wildcats","3pt","Jump Shot",68.38,42.61,"Miss"
"Perth Wildcats","3pt","Jump Shot",73.74,16.12,"Make"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",6.18,57.01,"Miss"
"Perth Wildcats","3pt","Jump Shot",74.87,84.84,"Miss"
"Perth Wildcats","2pt","Jump Shot",87.44,50.29,"Make"
"Tasmania JackJumpers","2pt","Layup",11.95,54.32,"Make"
"Perth Wildcats","2pt","Jump Shot",85.89,45.87,"Miss"
"Tasmania JackJumpers","2pt","Layup",12.05,37.43,"Miss"
"Perth Wildcats","2pt","Jump Shot",83.42,39.54,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",9.99,38.58,"Miss"
"Perth Wildcats","2pt","Layup",94.54,56.62,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",23.38,46.83,"Miss"
"Perth Wildcats","2pt","Layup",92.38,54.89,"Make"
"Tasmania JackJumpers","2pt","Layup",8.75,45.68,"Make"
"Perth Wildcats","3pt","Jump Shot",88.77,4.61,"Miss"
"Perth Wildcats","2pt","Jump Shot",81.77,71.4,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",7.93,42.61,"Miss"
"Perth Wildcats","2pt","Dunk",88.16,52.02,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",15.14,36.47,"Miss"
"Perth Wildcats","3pt","Jump Shot",78.48,8.06,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",31.41,30.52,"Miss"
"Tasmania JackJumpers","2pt","Layup",6.8,56.62,"Make"
"Perth Wildcats","2pt","Layup",90.11,49.52,"Miss"
"Tasmania JackJumpers","2pt","Layup",7.52,48.56,"Make"
"Perth Wildcats","2pt","Layup",93.61,45.68,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",26.47,81.38,"Miss"
"Tasmania JackJumpers","2pt","Floating Jump Shot",13.8,58.16,"Miss"
"Tasmania JackJumpers","2pt","Tip In",5,50,"Make"
"Perth Wildcats","2pt","Layup",91.04,58.73,"Miss"
"Perth Wildcats","3pt","Jump Shot",72.81,79.46,"Miss"
"Perth Wildcats","2pt","Layup",91.45,42.61,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",19.98,38.77,"Miss"
"Perth Wildcats","3pt","Jump Shot",72.4,77.93,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",27.39,79.46,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",23.38,12.67,"Miss"
"Tasmania JackJumpers","2pt","Layup",6.49,50.29,"Miss"
"Perth Wildcats","3pt","Jump Shot",62.82,38.77,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",4.63,21.31,"Miss"
"Perth Wildcats","2pt","Driving Layup",90.94,53.93,"Miss"
"Perth Wildcats","2pt","Jump Shot",83.83,43.76,"Make"
"Perth Wildcats","3pt","Jump Shot",73.43,81,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",14.93,63.72,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",20.08,60.84,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",26.88,17.27,"Miss"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",25.75,82.92,"Miss"
"Perth Wildcats","2pt","Layup",92.28,59.69,"Miss"
"Perth Wildcats","2pt","Jump Shot",87.85,41.07,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",8.96,2.88,"Make"
"Perth Wildcats","3pt","Jump Shot",75.08,80.81,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",17.4,5.18,"Make"
"Perth Wildcats","3pt","Jump Shot",74.67,16.7,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",11.64,59.31,"Miss"
"Perth Wildcats","3pt","Jump Shot",74.46,14.78,"Miss"
"Tasmania JackJumpers","2pt","Layup",8.03,45.11,"Make"
"Perth Wildcats","3pt","Jump Shot",77.96,11.9,"Miss"
"Tasmania JackJumpers","2pt","Layup",8.96,41.65,"Miss"
"Tasmania JackJumpers","2pt","Layup",6.08,46.83,"Make"
"Perth Wildcats","2pt","Jump Shot",84.24,47.02,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",14.52,57.2,"Make"
"Perth Wildcats","3pt","Jump Shot",70.96,74.66,"Miss"
"Perth Wildcats","2pt","Layup",94.03,56.43,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",28.42,74.66,"Miss"
"Perth Wildcats","3pt","Jump Shot",71.37,20.73,"Miss"
"Perth Wildcats","2pt","Jump Shot",92.38,53.17,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",7.42,3.45,"Miss"
"Tasmania JackJumpers","2pt","Layup",11.23,42.61,"Miss"
"Perth Wildcats","3pt","Jump Shot",91.86,2.69,"Make"
"Tasmania JackJumpers","2pt","Layup",8.55,46.83,"Make"
"Perth Wildcats","2pt","Jump Shot",80.84,69.67,"Miss"
"Perth Wildcats","2pt","Dunk",7.52,55.09,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",73.43,78.69,"Make"
"Perth Wildcats","3pt","Jump Shot",12.36,97.5,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",78.06,48.94,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",71.47,19,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",72.71,80.42,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",92.89,38.77,"Make"
"Perth Wildcats","3pt","Jump Shot",31.2,38.58,"Miss"
"Tasmania JackJumpers","2pt","Layup",93.2,53.93,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",75.9,85.6,"Make"
"Perth Wildcats","2pt","Jump Shot",13.59,45.87,"Make"
"Tasmania JackJumpers","2pt","Step Back Jump Shot",83.52,44.15,"Miss"
"Perth Wildcats","2pt","Dunk",7.31,47.02,"Make"
"Perth Wildcats","2pt","Jump Shot",13.39,53.93,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",83.32,41.65,"Make"
"Perth Wildcats","2pt","Dunk",5.97,54.89,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",90.32,42.99,"Miss"
"Perth Wildcats","2pt","Layup",7.11,37.24,"Miss"
"Tasmania JackJumpers","2pt","Hook Shot",84.14,58.73,"Miss"
"Perth Wildcats","3pt","Pull Up Jump Shot",28.94,20.54,"Miss"
"Perth Wildcats","2pt","Jump Shot",8.24,45.3,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",82.08,6.53,"Miss"
"Tasmania JackJumpers","2pt","Tip In",95,50,"Make"
"Perth Wildcats","2pt","Jump Shot",7.11,30.9,"Make"
"Perth Wildcats","2pt","Layup",10.81,58.73,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",81.77,24.18,"Make"
"Tasmania JackJumpers","2pt","Layup",93.51,48.94,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",77.24,9.4,"Miss"
"Perth Wildcats","2pt","Driving Layup",7.52,44.15,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",45.62,21.88,"Miss"
"Tasmania JackJumpers","2pt","Layup",90.83,57.97,"Miss"
"Perth Wildcats","2pt","Layup",8.96,40.88,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",91.76,43.19,"Miss"
"Perth Wildcats","2pt","Driving Layup",11.53,48.94,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",73.02,76.01,"Make"
"Perth Wildcats","2pt","Jump Shot",10.61,59.5,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",75.08,85.6,"Miss"
"Perth Wildcats","2pt","Driving Layup",9.78,51.25,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",68.49,40.12,"Miss"
"Tasmania JackJumpers","2pt","Alley Oop",92.17,59.88,"Make"
"Perth Wildcats","2pt","Turn Around Jump Shot",13.7,54.89,"Make"
"Tasmania JackJumpers","2pt","Layup",91.45,53.74,"Make"
"Perth Wildcats","2pt","Jump Shot",10.4,56.43,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",68.49,46.26,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",85.79,54.32,"Make"
"Perth Wildcats","2pt","Layup",6.8,52.59,"Miss"
"Tasmania JackJumpers","2pt","Alley Oop Dunk",95.16,57.2,"Make"
"Perth Wildcats","2pt","Jump Shot",14.83,45.87,"Miss"
"Perth Wildcats","3pt","Jump Shot",16.37,7.68,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",76.52,86.37,"Miss"
"Perth Wildcats","3pt","Jump Shot",27.29,86.56,"Miss"
"Perth Wildcats","2pt","Jump Shot",5.25,74.09,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",77.24,11.13,"Miss"
"Tasmania JackJumpers","2pt","Jump Shot",90.83,37.24,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",72.61,16.51,"Make"
"Perth Wildcats","3pt","Jump Shot",28.22,78.69,"Miss"
"Tasmania JackJumpers","2pt","Layup",87.85,42.23,"Make"
"Perth Wildcats","2pt","Floating Jump Shot",20.7,46.45,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",83.93,47.02,"Make"
"Perth Wildcats","3pt","Pull Up Jump Shot",24.82,81.96,"Make"
"Tasmania JackJumpers","2pt","Layup",91.97,57.39,"Miss"
"Perth Wildcats","2pt","Jump Shot",16.58,38.77,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",77.65,64.49,"Miss"
"Perth Wildcats","3pt","Jump Shot",38,4.41,"Miss"
"Melbourne United","2pt","Layup",92.17,41.07,"Make"
"Melbourne United","2pt","Driving Layup",91.45,42.03,"Make"
"Melbourne United","2pt","Turn Around Jump Shot",90.63,21.5,"Miss"
"Melbourne United","2pt","Tip In",95,50,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",21.94,47.6,"Make"
"Melbourne United","2pt","Dunk",90.42,54.32,"Make"
"Melbourne United","2pt","Layup",90.73,55.28,"Make"
"New Zealand Breakers","2pt","Driving Layup",11.95,48.75,"Make"
"Melbourne United","3pt","Jump Shot",85.79,5.37,"Make"
"New Zealand Breakers","3pt","Jump Shot",16.58,93.28,"Miss"
"Melbourne United","2pt","Alley Oop Dunk",92.69,56.43,"Make"
"New Zealand Breakers","3pt","Jump Shot",29.15,73.32,"Miss"
"New Zealand Breakers","2pt","Layup",11.95,51.25,"Miss"
"New Zealand Breakers","3pt","Jump Shot",31.31,59.88,"Make"
"Melbourne United","2pt","Pull Up Jump Shot",82.29,58.54,"Miss"
"Melbourne United","2pt","Tip In",95,50,"Miss"
"Melbourne United","2pt","Reverse Layup",94.03,40.69,"Make"
"Melbourne United","3pt","Jump Shot",70.65,28.41,"Make"
"New Zealand Breakers","2pt","Jump Shot",16.17,43.19,"Miss"
"Melbourne United","3pt","Jump Shot",75.59,14.97,"Miss"
"New Zealand Breakers","3pt","Jump Shot",24.82,82.53,"Miss"
"New Zealand Breakers","2pt","Layup",9.58,57.2,"Miss"
"Melbourne United","2pt","Layup",93.2,59.5,"Make"
"Melbourne United","2pt","Layup",90.83,60.08,"Make"
"Melbourne United","2pt","Layup",94.54,59.31,"Make"
"New Zealand Breakers","2pt","Layup",5.05,61.61,"Miss"
"Melbourne United","2pt","Layup",93.2,42.61,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",23.38,42.23,"Make"
"Melbourne United","3pt","Step Back Jump Shot",68.69,49.52,"Miss"
"New Zealand Breakers","2pt","Jump Shot",21.52,29.56,"Miss"
"New Zealand Breakers","3pt","Jump Shot",30.28,65.83,"Miss"
"New Zealand Breakers","3pt","Jump Shot",23.17,13.44,"Miss"
"Melbourne United","3pt","Jump Shot",78.37,12.67,"Make"
"Melbourne United","3pt","Pull Up Jump Shot",63.44,46.45,"Miss"
"Melbourne United","3pt","Jump Shot",70.96,30.52,"Miss"
"New Zealand Breakers","2pt","Pull Up Jump Shot",7.93,81.19,"Miss"
"New Zealand Breakers","3pt","Jump Shot",29.56,31.48,"Miss"
"Melbourne United","2pt","Layup",95.06,58.73,"Make"
"Melbourne United","2pt","Jump Shot",77.96,23.8,"Miss"
"New Zealand Breakers","2pt","Layup",7.62,60.65,"Miss"
"Melbourne United","3pt","Jump Shot",92.38,96.93,"Miss"
"New Zealand Breakers","2pt","Alley Oop Dunk",6.28,40.12,"Make"
"Melbourne United","2pt","Turn Around Jump Shot",86.92,47.6,"Make"
"New Zealand Breakers","2pt","Reverse Layup",6.9,61.42,"Make"
"Melbourne United","3pt","Jump Shot",68.69,39.73,"Miss"
"Melbourne United","2pt","Dunk",93.41,59.69,"Make"
"New Zealand Breakers","2pt","Jump Shot",19.16,24.57,"Miss"
"New Zealand Breakers","3pt","Jump Shot",24.82,16.31,"Miss"
"New Zealand Breakers","3pt","Jump Shot",25.64,80.42,"Make"
"Melbourne United","3pt","Jump Shot",70.55,30.13,"Miss"
"Melbourne United","2pt","Tip In",95,50,"Miss"
"Melbourne United","3pt","Jump Shot",77.14,85.6,"Miss"
"New Zealand Breakers","2pt","Driving Layup",7.93,59.12,"Make"
"Melbourne United","2pt","Driving Layup",91.45,41.84,"Make"
"New Zealand Breakers","3pt","Jump Shot",31,40.12,"Miss"
"Melbourne United","2pt","Floating Jump Shot",92.38,69.67,"Make"
"New Zealand Breakers","3pt","Jump Shot",31.41,58.16,"Miss"
"Melbourne United","2pt","Alley Oop",94.03,40.12,"Make"
"New Zealand Breakers","2pt","Layup",6.28,37.24,"Miss"
"New Zealand Breakers","2pt","Layup",9.17,41.27,"Miss"
"New Zealand Breakers","3pt","Jump Shot",29.97,67.95,"Miss"
"Melbourne United","3pt","Jump Shot",69.72,36.08,"Miss"
"New Zealand Breakers","2pt","Jump Shot",6.39,79.27,"Miss"
"New Zealand Breakers","2pt","Driving Layup",6.49,61.04,"Make"
"New Zealand Breakers","3pt","Jump Shot",29.97,36.08,"Miss"
"Melbourne United","3pt","Jump Shot",94.44,96.55,"Miss"
"Melbourne United","3pt","Jump Shot",96.29,95.59,"Miss"
"New Zealand Breakers","2pt","Floating Jump Shot",11.64,58.35,"Miss"
"New Zealand Breakers","2pt","Layup",8.75,57.77,"Make"
"Melbourne United","2pt","Driving Layup",88.36,51.82,"Miss"
"New Zealand Breakers","2pt","Floating Jump Shot",12.05,56.43,"Make"
"Melbourne United","2pt","Turn Around Jump Shot",89.5,60.84,"Miss"
"Melbourne United","2pt","Floating Jump Shot",14.11,57.77,"Miss"
"Melbourne United","3pt","Jump Shot",22.86,14.01,"Make"
"New Zealand Breakers","3pt","Jump Shot",80.54,90.21,"Make"
"Melbourne United","2pt","Layup",8.14,56.43,"Make"
"Melbourne United","2pt","Layup",7.72,39.35,"Make"
"New Zealand Breakers","3pt","Jump Shot",77.14,85.99,"Miss"
"New Zealand Breakers","3pt","Jump Shot",75.39,15.93,"Make"
"Melbourne United","2pt","Hook Shot",9.17,41.65,"Make"
"New Zealand Breakers","3pt","Jump Shot",68.8,50.29,"Miss"
"New Zealand Breakers","2pt","Alley Oop Dunk",92.28,41.46,"Make"
"Melbourne United","2pt","Alley Oop Dunk",9.58,42.61,"Make"
"New Zealand Breakers","3pt","Jump Shot",84.96,6.14,"Miss"
"New Zealand Breakers","3pt","Jump Shot",81.05,91.36,"Miss"
"New Zealand Breakers","2pt","Tip In",95,50,"Make"
"Melbourne United","2pt","Driving Layup",6.9,41.65,"Make"
"Melbourne United","3pt","Jump Shot",4.74,97.31,"Miss"
"New Zealand Breakers","2pt","Layup",90.32,54.7,"Make"
"Melbourne United","3pt","Jump Shot",14.11,4.99,"Miss"
"Melbourne United","3pt","Jump Shot",20.39,90.98,"Miss"
"Melbourne United","2pt","Driving Layup",7.83,60.08,"Miss"
"Melbourne United","3pt","Pull Up Jump Shot",31.31,47.98,"Miss"
"New Zealand Breakers","2pt","Jump Shot",85.58,60.84,"Miss"
"New Zealand Breakers","2pt","Tip In",95,50,"Make"
"Melbourne United","2pt","Layup",8.75,56.43,"Miss"
"Melbourne United","2pt","Layup",6.39,60.08,"Make"
"Melbourne United","2pt","Driving Layup",10.3,49.14,"Miss"
"New Zealand Breakers","2pt","Driving Layup",94.44,40.88,"Make"
"Melbourne United","3pt","Jump Shot",18.23,8.64,"Make"
"New Zealand Breakers","2pt","Step Back Jump Shot",86.61,73.51,"Miss"
"Melbourne United","2pt","Driving Layup",8.75,59.88,"Make"
"New Zealand Breakers","2pt","Layup",94.34,39.54,"Miss"
"New Zealand Breakers","3pt","Jump Shot",71.47,28.79,"Make"
"Melbourne United","2pt","Jump Shot",5.97,16.12,"Make"
"New Zealand Breakers","3pt","Jump Shot",69.72,38.39,"Make"
"Melbourne United","2pt","Layup",7.42,41.07,"Make"
"Melbourne United","3pt","Jump Shot",15.96,7.29,"Miss"
"Melbourne United","3pt","Jump Shot",25.54,81.77,"Miss"
"New Zealand Breakers","2pt","Layup",93.61,59.88,"Miss"
"New Zealand Breakers","2pt","Jump Shot",79.09,35.32,"Miss"
"Melbourne United","2pt","Layup",6.28,39.54,"Make"
"New Zealand Breakers","3pt","Jump Shot",73.94,80.23,"Miss"
"Melbourne United","3pt","Jump Shot",26.36,80.81,"Miss"
"Melbourne United","2pt","Tip In",5,50,"Make"
"Melbourne United","3pt","Jump Shot",28.94,29.56,"Miss"
"New Zealand Breakers","2pt","Layup",92.07,40.31,"Miss"
"New Zealand Breakers","3pt","Jump Shot",69.31,42.61,"Miss"
"New Zealand Breakers","2pt","Tip In",95,50,"Make"
"New Zealand Breakers","3pt","Jump Shot",90.63,4.22,"Miss"
"New Zealand Breakers","2pt","Layup",90.73,55.66,"Miss"
"New Zealand Breakers","3pt","Jump Shot",79.4,10.94,"Make"
"Melbourne United","2pt","Reverse Layup",6.28,60.84,"Make"
"New Zealand Breakers","2pt","Dunk",91.14,57.97,"Make"
"Melbourne United","2pt","Layup",8.44,39.92,"Make"
"Melbourne United","2pt","Layup",10.2,58.93,"Make"
"New Zealand Breakers","3pt","Jump Shot",71.37,28.21,"Make"
"Melbourne United","3pt","Jump Shot",25.95,80.42,"Make"
"Melbourne United","3pt","Jump Shot",31.93,49.52,"Miss"
"New Zealand Breakers","3pt","Jump Shot",74.25,18.81,"Miss"
"New Zealand Breakers","2pt","Dunk",90.22,43.95,"Make"
"Melbourne United","3pt","Jump Shot",17.82,7.49,"Miss"
"Melbourne United","2pt","Layup",9.58,44.72,"Miss"
"New Zealand Breakers","3pt","Jump Shot",70.03,67.18,"Make"
"New Zealand Breakers","3pt","Jump Shot",75.28,81,"Make"
"Melbourne United","3pt","Jump Shot",5.25,3.45,"Make"
"New Zealand Breakers","2pt","Jump Shot",86.61,57.58,"Miss"
"Melbourne United","2pt","Turn Around Jump Shot",6.39,70.63,"Make"
"New Zealand Breakers","2pt","Step Back Jump Shot",76,72.17,"Make"
"New Zealand Breakers","3pt","Jump Shot",79.51,88.48,"Miss"
"Melbourne United","3pt","Jump Shot",14.52,94.43,"Make"
"New Zealand Breakers","2pt","Driving Layup",91.86,41.07,"Make"
"Melbourne United","2pt","Driving Layup",11.02,51.63,"Make"
"New Zealand Breakers","3pt","Jump Shot",68.9,32.63,"Miss"
"New Zealand Breakers","2pt","Layup",90.11,47.02,"Miss"
"Melbourne United","2pt","Layup",6.69,40.31,"Miss"
"New Zealand Breakers","2pt","Driving Layup",86.61,35.7,"Make"
"Melbourne United","2pt","Layup",5.46,38.2,"Miss"
"New Zealand Breakers","3pt","Jump Shot",77.96,87.91,"Miss"
"Melbourne United","2pt","Layup",6.9,39.54,"Make"
"New Zealand Breakers","2pt","Turn Around Jump Shot",81.98,60.27,"Miss"
"Melbourne United","2pt","Layup",8.14,58.16,"Miss"
"New Zealand Breakers","3pt","Jump Shot",68.38,43.38,"Miss"
"Melbourne United","3pt","Jump Shot",25.95,80.81,"Miss"
"New Zealand Breakers","2pt","Layup",90.22,57.2,"Miss"
"Melbourne United","3pt","Jump Shot",28.42,28.98,"Miss"
"Melbourne United","3pt","Jump Shot",31,63.92,"Miss"
"South East Melbourne Phoenix","2pt","Turn Around Jump Shot",8.04,56.55,"Miss"
"Melbourne United","3pt","Jump Shot",74.47,83.11,"Make"
"South East Melbourne Phoenix","2pt","Driving Layup",8.44,47.82,"Miss"
"South East Melbourne Phoenix","2pt","Layup",14.95,51.23,"Miss"
"Melbourne United","3pt","Jump Shot",76.6,10.63,"Make"
"South East Melbourne Phoenix","3pt","Jump Shot",27.98,22.77,"Make"
"Melbourne United","3pt","Jump Shot",68.46,58.44,"Make"
"Melbourne United","2pt","Layup",89.11,51.42,"Make"
"South East Melbourne Phoenix","2pt","Layup",6.82,47.25,"Make"
"Melbourne United","2pt","Hook Shot",87.49,47.06,"Make"
"South East Melbourne Phoenix","3pt","Pull Up Jump Shot",28.59,74,"Make"
"South East Melbourne Phoenix","3pt","Step Back Jump Shot",29.09,72.49,"Miss"
"Melbourne United","2pt","Layup",89.73,53.13,"Miss"
"South East Melbourne Phoenix","2pt","Jump Shot",14.65,24.67,"Miss"
